364,I feel like giving up quickly when things go wrong.,,,,,
365,I like to let people know where I stand on things.,,,,,
366,I have had periods when I felt so full of pep that sleep did not seem necessary for days at a time.,,,,,
367,Whenever possible I avoid being in a crowd.,,,,,
368,I shrink from facing a crisis or difficulty.,,,,,
369,I am apt to pass up something I want to do when others feel that it isn’t worth doing.,,,,,
370,I like parties and socials.,,,,,
371,I have often wished I were a member of the opposite sex.,,,,,
372,I am not easily angered.,,,,,
373,I have done some bad things in the past that I never tell anybody about.,,,,,
374,Most people will use somewhat unfair means to get ahead in life.,,,,,
375,It makes me nervous when people ask me personal questions.,,,,,
376,I do not feel I can plan my own future.,,,,,
377,I am not happy with myself the way I am.,,,,,
378,I get angry when my friends or family give me advice on how to live my life.,,,,,
379,I got many beatings when I was a child.,,,,,
380,It bothers me when people say nice things about me.,,,,,
381,I don’t like hearing other people give their opinions about life.,,,,,
382,I often have serious disagreements with people who are close to me.,,,,,
383,When things get really bad, I know I can count on my family for help.,,,,
384,I liked playing “house” when I was a child.,,,,,
385,I am not afraid of fire.,,,,,
386,I have sometimes stayed away from another person because I feared doing or saying something I might regret afterwards.,,,,,
387,I can express my true feelings only when I drink.,,,,,
388,I very seldom have spells of the blues.,,,,,
389,I am often said to be hotheaded.,,,,,
390,I wish I could get over worrying about things I have said that may have injured other people’s feelings.,,,,,
391,I feel unable to tell anyone all about myself.,,,,,
392,Lightning is one of my fears.,,,,,
393,I like to keep people guessing what I am going to do next.,,,,,
394,My plans have frequently seemed so full of difficulties that I have had to give them up.,,,,,
395,I am afraid to be alone in the dark.,,,,,
396,I have often felt bad about being misunderstood when trying to keep someone from making a mistake.,,,,,
397,A windstorm frightens me.,,,,,
398,I frequently ask people for advice.,,,,,
399,The future is too uncertain for a person to make serious plans.,,,,,
400,Often, even though everything is going fine for me, I feel that I don’t care about anything.,,,
401,I have no fear of water.,,,,,
402,I often must sleep over a matter before I decide what to do.,,,,,
403,People have often misunderstood my intentions when I was trying to put them right and be helpful.,,,,,
404,I have no trouble swallowing.,,,,,
405,I am usually calm and not easily upset.,,,,,
406,I would certainly enjoy beating criminals at their own game.,,,,,
407,I deserve severe punishment for m sins.,,,,,
408,I am apt to take disappointments so keenly that I can’t put them out of my mind.,,,,,
409,It bothers me to have someone watch me at work even though I know I can do it well.,,,,,
410,I am often so annoyed when someone tries to get ahead of me in a line of people that I speak to that person about it.,,,,,
411,At times I think I am no good at all.,,,,,
412,When I was young I often did not go to school even when I should have gone.,,,,,
413,One or more members of my family are very nervous.,,,,,
414,I have at times had to be rough with people who were rude or annoying.,,,,,
415,I worry quite a bit over possible misfortunes.,,,,,
416,I have strong political opinions.,,,,,
417,I would like to be an auto racer.,,,,,
418,It is all right to get around the law if you don’t actually break it.,,,,,
419,There are certain people whom I dislike so much that I am inwardly pleased when they are catching it for something that they have done.,,,,,
420,It makes me nervous to have to wait.,,,,,
421,I am apt to pass up something I want to do because others feel that I am not going about it in the right way.,,,,,
422,I was fond of excitement when I was young.,,,,,
423,I am often inclined to go out of my way to win a point with someone who has opposed me.,,,,,
424,I am bothered by people outside, on the streets, in stores, etc., watching me.,
425,The man who had most to do with me when I was a child (such as my father, stepfather, etc.) was very strict with me.,,,
426,I used to like to play hopscotch and jump rope.,,,,,
427,I have never seen a vision.,,,,,
428,I have several times had a change of heart about my lifework.,,,,,
429,Except by doctor’s orders I never take drugs or sleeping pills.,,,,,
430,I am often sorry because I am so irritable and grouchy.,,,,,
431,In school my marks in classroom behavior were quite regularly bad.,,,,,
432,I am fascinated by fire.,,,,,
433,When I am cornered I tell that portion of the truth which is not likely to hurt me.,,,,,
434,If I were in trouble with several friends who were as guilty as I was, I would rather take the whole blame than give them away.,,,,
435,I am often afraid of the dark.,,,,,
436,When a man is with a woman he is usually thinking about things related to her sex.,,,,,
437,I am usually very direct with people I am trying to correct or improve.,,,,,
438,I dread the thought of an earthquake.,,,,,
439,I readily become one hundred percent sold on a good idea.,,,,,
440,I usually work things out for myself rather than get someone to show me how.,,,,,
441,I am afraid of finding myself in a closet or small closed space.,,,,,
442,I must admit that I have at times been worried beyond reason over something that really did not matter.,,,,,
443,I do not try to cover up my poor opinion or pity of people so that they won’t know how I feel.,,,,,
444,I am a high-strung person.,,,,,
445,I have frequently worked under people who seem to have things arranged so that they get credit for good work but are able to pass mistakes onto those under them.,,,,,
446,I sometimes find it hard to stick up for my rights because I am so reserved.,,,,,
447,Dirt frightens or disgusts me.,,,,,
448,I have a daydream life about which I do not tell other people.,,,,,
449,Some of my family members have quick tempers.,,,,,
450,I cannot do anything well.,,,,,
451,I often feel guilty because I pretend to feel more sorry about something than I really do.,,,,,
452,I strongly defend my own opinions as a rule.,,,,,
453,I have no fear of spiders.,,,,,
454,The future seems hopeless to me.,,,,,
455,The members of my family and my close relatives get along quite well.,,,,,
456,I would like to wear expensive clothes.,,,,,
457,People can pretty easily change my mind, even when I have made a decision about something.,,,,
458,I am made nervous by certain animals.,,,,,
459,I can stand as much pain as others can.,,,,,
460,Several times I have been the last to give up trying to do a thing.,,,,,
461,It makes me angry to have people hurry me.,,,,,
462,I am not afraid of mice.,,,,,
463,Several times a week I feel as if something dreadful is about to happen.,,,,,
464,I feel tired a good deal of the time.,,,,,
465,I like repairing a door latch.,,,,,
466,Sometimes I am sure that other people can tell what I am thinking.,,,,,
467,I like to read about science.,,,,,
468,I am afraid of being alone in a wide-open place.,,,,,
469,I sometimes feel that I am about to go to pieces.,,,,,
470,A large number of people are guilty of bad sexual conduct.,,,,,
471,I have often been frightened in the middle of the night.,,,,,
472,I am greatly bothered by forgetting where I put things.,,,,,
473,The one to whom I was most attached and whom I most admired as a child was a woman (mother, sister, aunt, or other woman).,,
474,I like adventure stories better than romantic stories.,,,,,
475,Often I get confused and forget what I want to say.,,,,,
476,I am very awkward and clumsy.,,,,,
477,I really like playing sports (such as soccer or football).,,,,,
478,I hate my whole family.,,,,,
479,Some people think it’s hard to get to know me.,,,,,
480,I spend most of my spare time by myself.,,,,,
481,When people do something that makes me angry, I let them know how I feel about it.,,,,
482,I usually have a hard time deciding what to do.,,,,,
483,People do not find me attractive.,,,,,
484,People are not very kind to me.,,,,,
485,I often feel that I’m not as good as other people.,,,,,
486,I am very stubborn.,,,,,
487,I have enjoyed using marijuana.,,,,,
488,Mental illness is a sign of weakness.,,,,,
489,I have a drug or alcohol problem.,,,,,
490,Ghost or spirits can influence people for good or bad.,,,,,
491,I feel helpless when I have to make some important decisions.,,,,,
492,I always try to be pleasant even when others are upset or critical.,,,,,
493,When I have a problem it helps to talk it over with someone.,,,,,
494,My main goals in life are within my reach.,,,,,
495,I believe that people should keep personal problems to themselves.,,,,,
496,I am not feeling much pressure or stress these days.,,,,,
497,It bothers me greatly to think of making changes in my life.,,,,,
498,My greatest problems are caused by the behavior of someone close to me.,,,,,
499,I hate going to doctors, even when I’m sick.,,,,
500,Although I am not happy with my life, there is nothing I can do about it.,,,,
501,Talking over problems and worries with someone is often more helpful than taking drugs or medicine.,,,,,
502,I have habits that are really harmful.,,,,,
503,When problems need to be solved, I usually let other people take charge.,,,,
504,I recognize several faults in myself that I will not be able to change.,,,,,
505,I am so sick of what I have to do every day that I just want to get out of it all.,,,,,
506,I have recently considered killing myself.,,,,,
507,I often become very irritable when people interrupt my work.,,,,,
508,I often feel I can read other people’s minds.,,,,,
509,Having to make important decisions makes me nervous.,,,,,
510,Others tell me I eat too fast.,,,,,
511,Once a week or more I get high or drunk.,,,,,
512,I have had a tragic loss in my life that I know I will never get over.,,,,,
513,Sometimes I get so angry and upset I don’t know what comes over me.,,,,,
514,When people ask me to do something I have a hard time saying no.,,,,,
515,I am never happier than when I am by myself.,,,,,
516,My life is empty and meaningless.,,,,,
517,I find it difficult to hold down a job.,,,,,
518,I have made lots of bad mistakes in my life.,,,,,
519,I get angry with myself for giving in to other people so much.,,,,,
520,Lately I have thought a lot about killing myself.,,,,,
521,I like making decisions and assigning jobs to others.,,,,,
522,Even without my family I know there will always be someone there to take care of me.,,,,,
523,At movies, restaurants, or sporting events, I hate to stand in line.,,
524,No one knows it but I have tried to kill myself.,,,,,
525,Everything is going on too fast around me.,,,,,
526,I know I am a burden to others.,,,,,
527,After a bad day, I need a few drinks to relax.,,,,
528,Much of the trouble I’m having is due to bad luck.,,,,,
529,At times I can’t seem to stop talking.,,,,,
530,Sometimes I cut or injure myself on purpose without knowing why.,,,,,
531,I work very long hours, even though my job doesn’t require this.,,,,
532,I usually feel better after a good cry.,,,,,
533,I forget where I leave things.,,,,,
534,If I could live my life over again, I would not change much.,,,,
535,I get very irritable when people I depend on don’t get their work done on time.,,,,,
536,If I get upset, I’m sure to get a headache.,,,,
537,I like to drive a hard bargain.,,,,,
538,Most men are unfaithful to their wives now and then.,,,,,
539,Lately I have lost my desire to work out my problems.,,,,,
540,I have gotten angry and broken furniture or dishes when I was drinking.,,,,,
541,I work best when I have a definite deadline.,,,,,
542,I have become so angry with someone that I have felt as if I would explode.,,,,,
543,Terrible thoughts about my family come to me at times.,,,,,
544,People tell me I have a problem with alcohol, but I disagree.,,,,
545,I always have too little time to get things done.,,,,,
546,My thoughts these days turn more and more to death and the hereafter.,,,,,
547,I often keep and save things that I will probably never use.,,,,,
548,I have been so angry at times that I’ve hurt someone in a physical fight.,,,,,
549,In everything I do lately, I feel that I am being tested.,,,,
550,I have very little to do with my relatives now.,,,,,
551,I sometimes seem to hear my thoughts being spoken out loud.,,,,,
552,When I am sad, visiting with friends can always pull me out of it.,,,,
553,Much of what is happening to me now seems to have happened to me before.,,,,,
554,When my life gets difficult, it makes me want to just give up.,,,,
555,I can’t go into a dark room alone, even in my own home.,,,,
556,I worry a great deal over money.,,,,,
557,The man should be the head of the family.,,,,,
